Participant_ID,MMS1,MMS2,MMS3,MMS4,MMS5_rc,MMS6_rc,MMS7,MMS8,MMS9_rc,MMS10,MMS11,MMS12,MMS13,MMS14_rc,MMS15_rc,MMS16,MMS17,MMS18,MMS19,MMS20,MMS21,MMS22,MMS23,MMS24,MMS25_rc,MMS26,MMS27_rc,MMS28,MMS29,MMS30,MMS31,MMS32,MMS33,MMS34_rc,MMS35,MMS36,MMS37,MMS38,MMS39,MMS40_rc,MMS41,MMS42,MMS43,MMS44,MMS45,MMS46,MMS47,MMS48,MMS49,MMS50,MMS51,MMS52,MMS53,MMS54,MMS55,MMS56_rc,MMS57_rc,MMS58,MMS59,MMS60,MMS61,MMS62,MMS63,MMS64,MMS65,MMS66,MMS67,MMS68_rc,MMS69,MMS70_rc,MMS71,MMS72,MMS73,MMS74,MMS75_rc,MMS76,MMS77,MMS78,MMS79
166,2,5,6,2,2,3,6,4,4,5,6,3,5,6,6,3,2,2,3,2,2,3,2,3,7,2,5,2,2,3,2,3,6,6,3,2,3,2,2,4,4,4,2,2,2,4,6,3,5,2,3,2,6,4,2,5,6,2,3,2,2,3,2,2,3,2,2,6,3,4,2,1,2,2,6,2,3,2,2
167,6,3,5,5,3,3,5,5,3,6,3,5,6,3,3,6,5,5,6,5,5,6,5,6,3,5,3,6,5,4,5,5,6,3,5,6,6,6,5,6,5,5,6,6,6,6,5,6,6,5,5,5,5,6,5,3,2,5,5,4,6,5,6,5,5,5,5,3,6,3,6,4,5,6,4,5,5,5,6
168,3,1,4,4,2,5,4,1,3,1,7,4,6,2,4,4,3,4,4,4,1,6,1,1,7,6,2,1,1,1,1,1,6,4,1,1,6,2,1,4,1,6,1,2,1,1,4,1,1,1,5,1,4,1,1,4,3,1,4,4,3,1,2,1,2,1,4,4,1,4,2,4,4,1,3,1,4,1,1
169,6,6,4,5,2,3,4,6,3,4,5,4,5,2,3,5,4,3,5,3,4,2,4,3,4,3,4,4,4,5,5,4,3,4,4,4,4,4,4,3,4,4,5,4,5,5,4,4,4,3,4,5,4,6,4,4,2,4,4,4,6,6,6,6,6,6,6,3,4,2,6,5,6,6,2,5,4,4,3
170,5,3,6,5,6,5,4,3,3,4,5,5,2,3,6,3,6,4,6,2,4,6,6,2,3,3,4,2,6,5,5,5,2,6,6,4,6,4,2,5,4,6,6,7,4,3,5,2,6,4,3,4,7,5,2,4,6,5,6,5,2,4,6,3,2,4,6,2,3,2,4,6,4,3,2,3,2,5,6
171,1,1,6,1,1,2,3,1,1,6,6,3,6,3,1,2,2,3,3,6,1,3,7,1,6,1,7,1,1,1,2,1,5,2,1,2,5,1,1,1,1,5,1,1,1,1,1,2,1,1,5,1,2,1,1,2,6,1,3,5,1,1,1,1,2,1,5,1,1,7,1,2,3,1,2,1,1,7,1
172,2,2,6,2,2,4,6,2,2,2,6,4,6,2,2,7,2,3,2,5,2,2,2,1,3,5,2,2,2,2,2,2,5,6,2,2,2,6,2,2,6,6,2,6,2,2,2,2,2,2,6,2,2,2,2,2,2,2, ,6,6,2,2,2,5,2,3,2,2,2,2,2,2,2,2,2,2,6,2
173,6,2,5,5,3,3,5,4,4,4,3,5,6,6,2,7,4,5,5,5,2,5,5,4,2,6,2,6,2,3,5,5,6,2,2,6,6,4,5,3,6,6,5,4,5,6,6,6,6,6,6,2,6,2,5,3,3,2,2,6,5,5,5,5,4,5,6,3,2,2,6,2,2,2,5,2,2,2,6
174,3,4,5,6,3,3,4,3,4,5,5,4,4,5,6,4,4,5,5,5,5,4,3,4,4,5,3,4,3,4,4,6,5,3,4,3,3,4,4,3,5,4,3,6,5,4,5,5,3,3,5,4,3,4,4,3,3,4,3,3,3,3,4,5,6,5,4,4,4,5,3,4,5,4,4,3,3,4,5
175,2,2,7,3,1,2,3,1,6,3,7,5,7,5,3,5,3,5,3,6,1,6,6,1,6,5,6,1,5,1,1,1,5,5,1,4,5,2,1,5,5,6,1,5,3,1,4,1,5,1,7,1,5,4,3,3,3,5,6,5,3,1,1,2,2,2,6,3,5,6,5,5,5,5,3,3,2,2,1
176,6,1,7,3,1,3,5,1,4,1,5,5,7,5,2,7,6,5,4,5,1,4,1,1,3,5,1,2,2,2,4,2,5,2,2,5,5,2,5,1,7,6,1,1,1,4,4,1,5,3,7,5,7,1,4,3,3,2,5,7,1,3,3,2,2,2,3,1,6,3,1,1,6,1,4,1,1,4,1
177,1,1,5,2,1,4,6,3,4,4,7,5,6,2,2,6,2,3,2,6,1,3,2,1,6,4,2,1,1,1,1,3,5,1,1,2,2,3,1,3,4,6,1,1,1,4,2,4,1,1,6,1,6,1,1,3,3,2,2,6,5,1,1,1,1,1,2,1,2,1,1,4,1,1,1,1,1,4,1
178,5,6,5,6,2,3,2,5,1,2,5,5,6,3,1,5,2,1,1,1,5,1,5,7,2,6,1,1,5,1,1,5,2,1,1,1,7,5,6,1,6,1,1,1,6,5,6,7,1,1,6,2,5,5,6,1,2,7,4,5,6,5,1,1,1,1,2,3,6,1,6,7,6,1,1,1,1,7,1
179,4,4,4,5,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,7,3,4,4,4,4,4,3,4, ,4,4,4,4,5,4,4,4,4,4,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1
180,3,1,4,2,1,2,4,1,2,4,7,4,5,5,1,5,4,3,4,3,1,1,1,1,1,4,1,1,1,1,1,1,5,4,1,1,1,4,1,1,7,4,1,4,1,1,4,6,2,1,4,1,5,1,1,3,2,1,5,3,5,1,1,1,2, ,5,2,5,1,1,5,4,1,7,1,1,6,1
181,2,2,5,5,1,7,2,2,2,1,6,2,6,4,1,5,4,3,7,3,1,1,4,2,4,4,7,2,7,2,3,4,4,5,4,5,6,4,4,5,4,4,4,4,6,4,6,6,5,4,6,4,6,4,5,4,2,2,1,4,4,4,4,2,3,4,4,4,4,5,1,2,1,2,4,4,2,3,1
182,5,4,6,6,1,6,6,1,3,6,2,6,1,2,3,4,6,6,6,7,3,6,6,4,5,4,2,3,6,6,6,7,6,4,2,5,7,1,5,6,4,4,2,1,5,6,6,1,6,6,7,5,6,4,4,3,6,5,6,4,2,4,5,5,2,6,7,6,5,4,4,2,5,5,5,5,4,4,5
183,2,1,7,4,1,1,4,1,6,1,6,4,7,5,5,7,2,6,3,5,1,4,4,1,6,6,1,1,1,1,2,4,7,4,1,1,4,1,1,4,5,7,1,1,1,4,2,1,1,1,6,1,5,1,1,7,1,2,1,4,1,1,1,1,1,1,2,3,1,7,1,3,1,1,2,1,1,1,1
184,1,1,6,2,1,4,6,1,5,1,6,5,7,2,3,7,3,5,5,6,1,6,1,1,1,7,2,3,4,2,1,1,6,4,1,1,6,1,1,5,6,7,1,1,1,6,4,1,1,1,6,2,5,1,1,2,4,2,2,6,1,1,2,1,1,1,1,2,5,4,2,2,1,1,4,1,1,1,1
185,4,5,3,4,3,4,3,5,5,2,4,5,3,4,5,3,5,6,4,6,4,5,4,2,4,5,5,2,3,4,3,4,5,5,4,5,2,3,4,7,4,5,3,3,5,4,2,3,4,3,2,3,4,5,4,5,4,5,4,2,3,4,5,3,4,5,3,4,6,4,3,4,3,4,3,2,4,6,4
186,2,2,2,3,1,5,2,2,2,5,6,2,6,5,2,7,6,5,7,3,3,3,2,3,3,6,1,6,5,3,5,6,6,1,5,7,6,5,3,1,6,3,5,6,2,5,7,3,3,5,4,5,7,1,3,2,1,3,6,7,5,3,5,6,3,1,5,1,3,1,1,3,3,2,3,2,1,5,3
187,3,1,4,1,1,4,5,2,4,2,1,2,4,4,3,4,6,4,6,4,5,4,5,4,1,2,1,7,4,4,5,6,7,1,1,4,5,4,4,3,5,7,1,1,4,7,5,5,4,1,7,1,5,5,4,3,1,5,4,5,4,5,5,1,4,4,5,4,6,1,2,5,4,4,3,5,4,5,4
188,6,6,7,3,3,2,7,5,6,6,3,5,5,7,3,6,7,4,6,5,2,5,2,1,6,7,3,1,5,1,2,5,5,2,2,1,5,2,1,3,6,7,1,2,5,6,6,3,6,1,7,5,5,6,5,2,3,6,5,6,7,3,2,3,5,2,5,5,6,3,3,2,5,5,2,5,3,6,1
189,3,2,1,2,2,7,6,2,6,2,2,2,7,6,1,2,2,1,7,2,2,2,2,2,7,1,6,1,1,1,2,2,7,6,2,2,2,1,1,7,2,1,1,2,1,3,2,2,2,1,3,2,2,2,3,6,6,2,2,1,3,2,2,1,3,2,1,7,2,6,3,2,1,1,7,1,2,2,1
190,6,4,4,4,4,4,4,4,3,7,7,7,7,1,1,7,7,7,7,7,7,7,7,7,1,7,1,7,7,1,6,1,7,1,4,4,7,4,7,7,7,7,7,7,7,7,7,7,7,7,7,7,4,7,7,5,7,1,7,7,7,7,6,5,4,1,6,3,4,4,5,1,1,5,1,1,1,1,1
191,5,4,3,3,5,5,4,5,4,3,5,5,3,4,4,4,5,3,3,3,5,4,4,5,4,5,4,3,4,4,1,1,7,3, ,3,3,4,3,4,3,3,3,4,3,5,5,5,4,3,7,6,5,4,4,4,4,3,3,5,5,5,5,5,4,3,3,5,3,5,4,4,5,3,5,4,6,4,5
192,2,3,5,4,2,4,5,5,3,3,6,3,7,2,3,6,6,5,5,6,5,4,5,3,3,5,5,3,5,6,5,5,7,3,2,5,5,3,4,2,6,6,5,5,3,5,6,5,3,4,5,5,5,3,5,2,3,5,6,5,5,4,5,6,5,5,6,3,5,2,2,3,6,5,3,3,4,5,3
193,2,6,7,3,1,2,7,1,3,4,7,2,7,5,2,6,3,2,5,6,1,6,5,2,6,7,3,3,5,2,5,5,6,3,2,2,5,3,2,4,5,6,2,3,2,3,4,3,2,2,6,5,4,1,2,3,3,3,5,5,4,3,3,3,3,4,5,3,5,3,4,3,5,3,3,2,2,4,2
194,6,2,6,5,2,3,4,4,5,4,5,5,6,4,3,6,4,6,5,6,3,6,4,3,4,5,4,3,5,3,4,5,6,5,2,5,6,2,4,3,6,6,3,3,5,5,6,3,4,4,7,5,4,4,5,3,3,5,4,5,3,3,3,3,2,4,3,3,4,3,5,5,5,4,3,5,3,5,4
195,2,2,2,2,1,6,2,3,7,3,7,6,5,3,4,6,5,3,3,4,1,1,3,4,4,3,5,3,3,3,6,5,4,6,4,3,2,2,3,1,4,4,3,5,5,4,4,5,7,6,6,6,5,5,6,3,3,1,2,3,2,4,3,3,3,4,4,6,4,3,1,5,1,2,5,2,2,4,4
196,5,7,7,2,2,2,7,6,6,7,4,7,7,7,1,7,7,5,7,3,4,5,5,7,7,7,6,5,7,7,6,7,6,1,2,4,6,1,7,3,7,6,5,2,6,7,7,2,6,6,7,6,7,2,5,2,3,3,7,7,7,2,2,7,2,4,7,2,7,6,1,5,7,6,3,6,5,7,5
197,6,3,4,6,5,5,4,4,1,4,2,5,3,5,3,5,6,6,4,3,3,6,5,7,3,2,5,4,5,5,4,6,4,2,3,2,3,4,3,2,4,3,3,6,3,5,7,5,3,5,6,3,6,5,4,3,2,3,2,5,4,6,4,4,5,1,3,2,5,4,4,1,3,5,4,3,6,6,5
198,2,2,6,2,2,2,4,2,6,2,6,6,6,1,3,6,6,2,7,6,2,2,2,2,2,4,2,1,1,1,4,1,6,2,2,2,6,6,2,1,2,6,2,5,2,2,6,1,5,1,6,2,7,2,2,2,2,2,5,6,6,2,6,2,5,2,2,2,6,2,2,2,6,3,2,6,2,7,1
199,6,6,5,6,3,2,5,6,2,6,5,6,6,2,2,6,6,5,6,6,6,6,6,6,2,6,2,7,6,6,6,6,6,1,7,6,6,6,7,1,6,6,6,6,6,6,5,6,6,6,6,6,6,5,6,2,3,6,6,6,6,6,6,7,6,6,6,2,7,2,6,6,6,6,1,6,6,7,6
200,1,1,1,1,1,7,1,1,4,1,1,4,4,5,6,2,2,1,7,5,2,1,1,1,7,1,7,1,1,4,4,4,7,4,4,4,1,1,1,7,1,1,1,1,1,1,1,4,4,4,1,1,1,6,3,7,7,1,1,1,1,5,2,4,4,4,6,2,4,2,3,5,3,3,4,5,3,3,1
201,2,2,6,4,1,1,7,1,2,5,7,3,4,2,7,7,3,3,5,6,1,1,2,2,4,4,1,1,1,1,5,5,6,1,1,1,6,1,1,1,7,7,1,1,1,7,1,1,1,1,7,5,6,1,1,1,1,7,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,1,1,1,1
202,5,4,5,5,3,3,4,5,3,5,5,5,5,3,3,5,6,5,5,6,5,5,5,5,3,5,5,5,5,4,4,4,6,4,4,5,4,5,5,3,5,5,4,5,5,4,5,5,6,5,5,4,5,5,5,4,3,5,5,5,5,4,5,4,4,4,5,3,4,3,5,6,5,5,4,5,4,5,4
203,5,2,3,2,3,5,5,2,4,3,5,2,5,5,4,4,2,2,6,4,2,6,4,5,4,2,4,3,6,5,2,4,5,6,4,5,4,2,4,3,5,3,6,4,4,3,5,5,6,3,4,3,4,2,5,6,4,4,5,2,4,5,4,4,2,5,2,3,6,5,3,2,5,5,3,2,5,5,3
204,3,6,4,3,3,3,5,4,3,6,4,3,5,2,4,6,3,4,5,5,5,3,4,2,4,5,3,2,2,2,3,3,6,4,3,2,3,3,2,2,2,4,3,3,5,5,5,4,3,5,5,5,4,2,2,3,2,3,5,5,4,2,2,4,4,3,4,2,3,4,2,2,5,5,5,3,2,4,2
205,5,5,4,5,3,4,1,2,4,1,4,1,6,3,3,6,5,7,6,6,3,4,4,5,3,1,2,5,3,4,5,4,6,3,4,5,4,4,6,1,4,5,1,5,7,5,2,5,6,3,5,4,6,6,3,4,4,6,4,5,7,4,5,4,3,5,5,2,5,2,5,7,5,5,4,6,5,6,7
206,2,4,1,1,5,7,2,3,7,3,2,3,3,6,5,4,1,2,2,1,3,3,5,2,4,2,5,5,4,6,2,3,2,3,2,4,3,2,5,5,2,3,1,1,2,3,2,2,3,3,3,2,3,4,4,3,6,7,1,1,2,2,2,1,1,2,1,6,2,7,2,1,1,3,7,2,4,3,4
207,2,2,5,5,2,3,6,2,3,4,6,5,6,4,3,5,4,4,4,5,2,4,4,3,2,6,3,2,4,3,2,3,5,4,2,2,4,4,2,4,4,5,4,4,3,3,3,3,5,3,5,5,5,2,4,3,3,4,5,5,4,2,3,3,4,2,2,3,4,4,2,2,5,2,3,2,3,3,2
208,2,5,6,3,3,3,5,3,4,2,4,4,5,3,3,5,5,5,5,5,4,5,4,6,6,5,3,2,5,5,3,5,5,2,5,5,5,5,5,4,5,4,4,2,3,2,4,3,4,3,5,5,5,5,5,3,3,5,5,6,2,1,1,3,1,5,5,3,5,4,5,4,5,5,3,5,6,3,5
209,2,5,5,1,2,2,5,3,3,5,6,6,6,1,3,5,4,5,4,4,2,4,5,2,6,5,5,2,5,2,2,2,4,4,2,3,5,3,3,4,4,4,2,3,2,4,5,2,2,2,4,5,3,2,3,3,2,5,5,3,5,1,2,2,2,2,3,2,5,5,1,5,3,1,7,1,1,1,1
210,5,2,6,1,3,2,5,6,6,3,5,6,4,3,2,5,5,6,3,5,5,6,3,2,5,5,6,6,5,3,5,6,7,3,6,6,5,2,5,6,6,4,5,4,6,5,4,6,2,4,5,3,6,5,7,6,2,5,6,5,4,7,6,5,7,6,5,4,7,6,2,6,5,7,2,4,3,7,5
211,1,6,4,2,2,3,4,2,1,6,6,2,7,1,2,5,2,1,2,5,1,1,1,1,3,5,1,1,1,1,6,1,4,3,2,2,7,3,1,2,1,5,3,3,1,1,2,2,1,1,5,1,3,1,2,2,1,2,2,2,1,1,1,1,3,1,5,1,1,3,2,3,1,1,1,2,1,6,1
212,4,4,5,3,2,4,5,3,3,4,6,5,6,4,5,6,2,5,5,5,3,5,5,3,6,5,3,2,4,3,5,4,6,4,3,2,5,3,2,2,6,5,3,3,3,5,5,2,3,2,5,4,5,3,2,3,3,3,5,5,5,4,3,2,3,2,4,3,5,4,3,3,5,3,3,3,2,6,2
213,1,1,6,1,1,1,4,4,1,1,1,4,6,7,1,7,1,1,4,4,7,1,1,1,2,6,7,1,7,1,1,1,7,3,1,1,1,1,1,1,4,4,1,1,1,1,1,1,1,1,4,6,1,1,1,1,1,3,7,1,1,1,1,1,1,5,6,2,1,4,1,1,4,1,7,1,1,7,1
214,5,6,5,5,3,3,5,4,3,5,5,5,6,3,4,4,4,4,3,5,5,6,6,5,2,5,3,6,6,6,5,3,4,4,5,5,5,5,5,2,4,6,5,5,3,3,4,6,6,5,4,5,3,3,3,5,2,6,5,5,5,5,6,5,5,4,5,2,6,3,6,6,6,4,4,7,6,6,6
215,2,1,6,2,2,3,6,4,3,7,5,6,7,3,3,6,3,6,5,6,2,7,1,5,2,6,7,2,1,1,1,1,7,3,1,2,2,1,1,1,6,6,6,1,1,3,6,3,1,1,7,1,7,7,7,1,2,2,1,6,3,2,2,1,6,6,2,2,6,3,2,2,1,2,2,1,1,6,2
216,3,5,4,3,4,3,4,5,6,5,5,4,5,4,5,5,5,3,5,5,3,5,3,4,4,5,5,4,5,4,3,5,5,3,4,3,4,5,4,4,3,5,4,3,3,4,5,3,4,3,3,5,4,3,4,5,4,4,3,5,3,4,5,5,5,5,5,4,6,3,6,5,5,5,3,4,3,5,5
217,4,3,6,5,2,2,6,2,4,5,6,5,6,5,2,7,2,3,2,6,1,4,5,2,5,6,3,2,5,2,1,3,6,2,1,2,4,4,4,3,6,6,1,3,5,4,3,3,3,2,6,5,3,3,3,4,3,6,5,4,5,3,5,5,3,3,3,3,5,2,3,3,5,5,2,2,4,6,2
218,1,1,5,5,3,2,6,5,3,5,5,4,5,2,4,5,6,6,5,5,4,5,5,1,7,4,3,4,5,1,5,5,6,4,5,5,4,5,4,5,5,6,4,5,5,5,4,5,5,5,4,5,5,5,4,4,3,4,5,4,4,5,4,3,5,5,4,3,5,2,4,5,4,4,3,5,3,4,4
219,3,2,7,4,4,3,4,2,4,4,6,3,7,3,2,4,3,4,4,5,2,5,5,3,4,5,4,2,3,2,4,3,4,5,2,2,5,3,3,4,2,6,2,2,2,3,4,3,2,2,6,4,3,2,2,2,4,3,5,5,3,2,2,2,3,2,4,3,4,5,3,4,5,3,3,2,2,4,3
220,5,4,4,5,4,5,4,6,2,6,6,5,6,2,4,7,2,6,4,6,5,4,6,4,3,6,2,5,6,6,6,4,6,2,4,6,6,6,6,6,4,5,5,3,5,4,3,4,1,3,6,6,6,5,5,4,5,3,1,2,3,3,3,3,1,2,6,7,1,7,6,5,1,1,5,1,2,3,2
221,2,2,6,3,2,2,3,2,6,5,5,4,5,2,6,2,4,6,4,2,2,3,1,6,4,3,2,2,3,4,4,2,7,3,3,3,3,4,3,3,6,5,2,3,6,3,5,4,3,4,3,3,2,5,5,4,3,1,5,7,5,3,2,2,5,4,3,4,2,2,4,2,7,4,6,4,3,2,5
222,2,6,2,2,7,7,2,6,7,6,1,4,3,1,6,5,7,2,4,1,4,4,6,2,4,3,1,1,1,1,6,2,7,1,6,1,1,4,1,1,6,1,4,4,1,4,2,6,1,2,2,1,1,1,6,4,4,6,6,4,4,7,4,1,4,1,4,4,1,1,1,1,6,2,1,1,4,7,1
223,2,1,6,1,4,3,2,1,3,1,7,3,6,1,2,7,1,1,5,4,1,1,2,1,4,1,1,1,3,1,6,2,2,7,1,5,1,1,1,1,1,2,6,7,1,1,5,1,1,1,6,2,7,3,1,1,1,1,1,1,7,1,1,1,1,1,5,1,1,1,1,5,1,1,1,1,1,4,1
224,1,1,1,1,7,7,1,1,2,1,1,1,1,7,7,1,1,1,1,4,2,1,2,1,7,1,2,1,1,1,1,1,1,7,1,1,1,2,1,2,1,1,1,1,1,1,1,3,2,1,1,1,4,1,1,7,7,1,1,1,1,1,1,1,1,1,1,7,1,4,1,4,1,1,7,1,1,5,1
225,5,6,5,4,3,2,5,4,2,7,5,4,5,2,1,5,6,5,4,3,5,6,5,4,5,4,3,6,7,6,5,6,5,2,4,5,6,7,6, ,4,5,6,6,4,4,5,6,7,6,5,4,5,6,7,2,3,4,3,4,5,6,7,6,5,4,5,1,6,3,4,6,6,5,4,5,6,5,4
226,3,5,6,5,2,3,6,5,3,5,4,5,6,3,3,7,5,5,5,5,2,6,5,5,6,5,5,5,5,6,5,5,7,5,2,3,5,5,4,6,6,7,2,5,3,5,5,2,1,5,6,5,6,2,5,1,2,5,5,6,6,2,5,2,5,5,6,2,5,2,5,2,5,6,5,6,2,2,4
227,7,1,5,3,1,1,1,1,7,1,6,2,5,3,3,6,5,3,2,1,1,1,2,1,7,3,2,3,1,3,1,3,4,6,1,1,4,5,1,3,1,1,1,6,2,1,5,1,5,5,4,6,5,4,1,4,3,1,1,1,3,1,1,3,2,1,5,1,1,1,3,6,1,1,1,1,1,7,3
228,2,4,5,4,2,2,7,3,3,2,6,3,6,5,2,5,4,3,3,4,2,5,5,1,5,4,2,2,1,3,1,2,5,2,2,1,5,2,1,6,4,4,1,1,1,2,4,2,1,1,5,1,3,1,4,3,1,4,1,4,2,3,1,4,2,4,5,2,4,3,2,5,1,5,1,2,2,3,1
229,5,2,6,5,4,3,4,4,5,5,6,5,6,3,4,5,6,5,5,5,2,6,5,4,6,6,5,4,5,3,2,4,6,3,2,5,6,4,5,5,6,5,2,4,5,5,5,3,5,5,5,5,5,5,4,3,2,5,5,6,5,1,5,5,4,5,5,4,5,5,5,3,3,2,5,3,3,3,4
230,1,1,7,5,1,1,7,1,3,7,7,7,7,1,2,6,4,7,7,7,1,6,6,2,3,7,1,5,1,1,1,4,5,2,1,5,6,4,4,4,5,7,1,4,1,5,6,6,1,6,7,1,7,7,7,2,2,4,5,5,4,4,3,4,5,3,5,4,5,2,2,2,6,2,2,2,2,2,2
231,2,2,6,3,3,6,6,6,3,4,4,3,3,4,3,3,4,3,5,3,3,4,5,4,5,5,4,3,5,5,4,5,5,5,4,3,3,4,3,3,5,5,5,3,3,5,4,3,5,2,6,3,3,4,5,4,5,4,4,5,3,5,2,3,4,3,4,3,4,3,3,4,3,5,2,2,2,2,2
232,7,7,7,5,1,2,7,6,3,7,7,7,5,2,4,7,7,5,6,5,6,6,4,5,3,6,1,7,6,7,7,7,6,1,5,6,2,7,7,3,5,7,6,7,7,7,5,6,6,7,6,5,7,5,7,2,2,3,6,6,7,7,4,6,3,5, , ,1,2,3,1,2,2,2,5,1,2,6
233,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
234,4,3,5,5,2,3,5,2,5,4,6,5,6,3,4,6,5,5,6,5,3,5,5,4,5,6,5,5,6,5,3,5,5,5,2,3,6,3,4,3,5,6,3,2,5,5,6,3,2,5,6,3,6,2,5,2,2,3,5,6,2,3,3,4,2,2,4,3,5,3,5,3,5,3,2,2,2,4,5
235,3,3,4,3,4,4,3,4,5,4,5,4,5,3,4,5,5,5,5,4,4,5,5,5,4,5,4,5,5,4,5,5,6,3,5,6,5,5,6,5,5,5,4,5,5,4,5,4,5,5,4,5,4,5,5,3,4,5,4,5,4,5,4,5,4,4,5,4,5,4,5,5,4,5,3,5,4,5,5
236,2,6,6,6,2,2,4,6,6,2,7,1,7,1,7,7,7,7,7,1,1,6,1,6,7,6,4,1,1,1,6,2,6,6,2,6,6,2,2,2,7,4,7,1,1,1,6,6,1,1,4,2,6,1,1,2,2,6,6,6,6,2,2,2,2,6,2,2,6,6,1,1,6,6,7,1,1,1,1
237,5,2,6,5,2,2,6,5,7,6,2,6,6,3,2,6,2,6,2,6,4,6,5,2,6,6,3,1,6,1,4,6,4,2,2,6,5,5,4,6,5,6,3,5,2,4,2,5,2,2,6,2,1,2,2,3,3,6,1,6,4,5,2,2,4,5,5,3,1,3,4,4,1,4,2,5,6,5,1
238,2,2,5,2,1,1,5,1,6,2,6,5,6,5,5,6,5,3,6,5,1,5,2,2,7,5,2,2,6,2,2,2,7,5,2,2,5,3,2,3,5,6,2,3,2,6,6,3,2,2,6,3,5,2,2,2,2,2,2,7,2,2,5,5,3,2,3,2,5,6,2,2,2,3,5,2,2,5,2
239,3,2,3,3,3,4,3,5,5,4,4,3,4,3,4,3,4,4,5,4,3,4,5,4,5,4,3,4,4,3,3,4,5,4,4,3,4,5,4,5,3,5,4,4,4,5,4,3,4,4,3,4,3,4,6,3,4,4,4,3,3,3,4,5,4,4,3,5,5,5,2,3,4,3,4,5,5,4,3
240,3,3,5,5,4,4,4,2,4,3,5,3,5,3,3,3,3,3,5,4,3,3,3,3,3,5,3,3,3,3,3,3,5,3,4,4,5,3,3,2,4,4,3,3,2,3,5,4,4,4,4,3,5,2,3,3,2,4,6,4,5,4,3,5,3,4,4,2,5,3,3,3,6,3,3,4,3,5,4
241,5,3,5,2,3,5,5,4,7,6,2,5,5,6,2,6,5,6,5,5,5,5,6,3,3,6,5,5,6,2,4,4,6,6,5,6,6,2,4,2,2,5,5,2,5,5,6,5,6,6,4,5,6,3,2,2,2,2,6,6,5,5,4,6,2,2,6,3,5,2,5,6,6,2,5,4,2,5,5
242,1,1,6,4,1,3,4,1,4,1,7,5,7,4,6,6,4,4,4,6,1,5,6,1,4,7,4,1,6,2,4,4,7,4,1,1,5,1,4,6,5,7,1,1,1,5,4,1,3,2,6,4,4,1,1,1,4,3,4,5,1,1,1,1,1,1,4,1,4,3,1,1,4,1,4,1,1,1,4
243,4,5,6,2,1,4,3,1,4,2,6,2,7,1,3,5,1,4,5,6,1,4,2,1,6,5,2,2,1,1,3,2,4,6,1,1,5,4,1,2,1,6,1,3,2,2,1,2,1,1,6,3,5,1,1,1,4,1,6,5,4,3,2,1,1,3,5,1,2,3,1,2,6,1,6,3,2,2,2
244,6,3,3,5,5,6,4,4,6,4,3,3,3,4,3,3,4,3,2,5,3,4,3,5,5,5,5,4,4,4,5,4,3,5,3,5,4,3,4,5,3,4,4,6,4,3,4,4,5,4,4,5,5,3,3,5,5,3,2,3,6,2,3,2,4,2,5,5,2,4,5,3,4,4,5,5,5,3,3
245,4,4,4,4,4,4,5,5,4,4,4,4,4,4,3,5,4,4,4,4,5,5,4,4,4,3,4,4,4,4,5,5,5,4,4,4,4,4,5,4,5,5,4,4,3,4,4,4,5,4,4,4,4,5,5,4,5,4,4,4,4,5,5,3,3,4,4,4,5,3,4,3,3,4,3,5,5,4,4
246,5,4,5,2,1,3,4,2,5,4,4,4,2,4,2,2,5,1,6,3,5,3,5,6,4,4,6,5,6,3,6,4,6,6,5,2,3,6,3,3,2,6,4,3,5,4,3,6,2,5,2,6,4,3,4,3,4,2,4,5,3,4,3,5,2,4,3,5,5,5,2,4,3,3,4,4,5,5,3
247,7,5,6,5,3,4,4,3,4,5,4,4,3,3,3,4,5,3,7,4,5,4,5,6,3,5,2,5,4,6,5,4,6,3,5,6,5,5,6,2,6,5,6,6,5,6,6,4,7,6,5,6,3,6,6,3,2,5,5,6,4,5,5,4,5, ,5,3,7, ,5,3,5,4,3,6,7,5,6
248,5,4,6,3,2,5,4,3,2,5,5,3,6,3,2,5,2,4,5,5,3,4,6,2,3,5,2,2,4,3,5,5,5,4,3,6,5,2,3,3,2,6,3,2,5,2,5,3,3,4,5,6,5,3,3,3,2,4,5,6,5,4,2,3,4,2,5,2,5,2,2,4,5,3,4,4,5,7,2
249,5,2,7,5,1,5,5,1,3,5,7,6,7,3,1,5,2,3,5,6,1,7,6,1,7,5,3,1,5,2,2,2,5,3,1,5,6,2,1,7,5,6,2,2,1,1,5,5,3,1,7,5,3,5,5,3,2,3,5,5,1,2,1,3,3,1,1,5,2,6,4,5,3,2,2,2,1,6,1
